iindex,Timestep_0,Day_0,Month_0,Hour_0,Potential_Temperature_0,Mixing_Depth_0,Specific_Humidity_0,Terrain_Altitude_0,Solar_Radiation_0,Latitude_0,Longitude_0,AltP_meters_0,Temperature_C_0,DateTime_0,Timestep_-24,Day_-24,Month_-24,Hour_-24,Potential_Temperature_-24,Mixing_Depth_-24,Specific_Humidity_-24,Terrain_Altitude_-24,Solar_Radiation_-24,Latitude_-24,Longitude_-24,AltP_meters_-24,Temperature_C_-24,Cumulative_Dist_-24,bearings_from_origin_-24,DateTime_-24,DateTime,Year,CloseTime,Julian Open Time,Julian Closing Time,Latitude,Longitude,AltP_feet,AltP_meters,Methane (ppm),CH4 (ppbv),CO (ppbv),CO2_ppm,OCS (MS),DMS (MS),CS2 (MS),CFC-12 (C/D),CFC-11 (C/D),CFC-113 (D),CFC-114 (C/MS),H-1211 (C/D),H-1301 (C),HFC-152a (MS),HFC-134a (MS),HCFC-22 (MS),HCFC-142b,HCFC-141b (MS),CHCl3 (C/D),CH3CCl3 (C/MS),CCl4 (C/MS),CH2Cl2 (C/D/MS),C2HCl3 (D/MS),C2Cl4 (C/MS),CH3Cl (MS),CH3Br (C/MS),CH3I (C/D),CH2Br2 (D),CHBrCl2 (D),CHBr2Cl (D),CHBr3 (C/MS),EtCl (MS),"1,2-DCE (MS)",MeONO2 (C/D),EtONO2 (C/D),i-PrONO2 (D),n-PrONO2 (C),2-BuONO2 (D),3-PeONO2 (D),2-PeONO2 (D),3-Methyl-2-BuONO2 (D),Ethane (E),Ethene (E),Ethyne (E),Propane (E/B),Propene (E),i-Butane (E),n-Butane (E),i-Butene (E),1-Butene (E),trans-2-Butene (MS),cis-2-Butene (MS),i-Pentane (E),n-Pentane (E),1-Pentene,Isoprene (E_B),"1,3-Butadiene (B)",trans-2-Pentene,cis-2-Pentene,3-Methyl-1-butene,2-Methyl-1-Butene,2-Methyl-2-butene,"1,2-Propadiene",n-Hexane (E),n-Heptane (E),n-Octane (B),n-Nonane (B),n-Decane (B),"2,2-Dimethylbutane (B)","2,3-Dimethylbutane (MS)",2-Methylpentane (MS),3-Methylpentane (MS),2-Methylhexane (B),3-Methylhexane (B),2-Methylheptane (B),3-Methylheptane (B),"2,3-Dimethylpentane (B)","2,4-Dimethylpentane (B)","2,2,4-Trimethylpentane (B)","2,3,4-Trimethylpentane",Cyclopentane (B),Methylcyclopentane (B),Cyclohexane,Methylcylohexane (B),Benzene (E_MS),Toluene (B),Ethylbenzene (MS),m/p-Xylene (MS),o-Xylene (MS),Styrene (MS),i-Propylbenzene (MS),n-Propylbenzene (MS),3-Ethyltoluene (MS),4-Ethyltoluene (MS),2-Ethyltoluene (MS),"1,3,5-Trimethylbenzene (MS)","1,2,4-Trimethylbenzene (MS)","1,2,3-Trimethylbenzene (MS)",alpha-Pinene (MS),beta-Pinene (MS)
3350,0,8,12,16,294.4,194.8,4.8,722.8,43.8,33.886,-117.269,907.4,6.55,12/8/2021 16:00,-24,7,12,16,296.3,79.6,4.3,932.5,6.7,33.854,-116.901,785.8,7.25,93690.3308,1.673354335,12/7/2021 16:00,12/8/2021 16:47,2021,16:48:28,44538.69988,44538.70032,33.8861539,-117.2687392,2977,907.3896,2.026242473,202.6242473,140.3921685,445.6832598,602.5061078,,20.05465331,500.6779157,231.2638581,71.29149152,16.5297068,3.665761144,3.529878258,272.2806031,186.3735411,306.068794,23.92690192,36.82987419,18.80418149,1.446234272,78.51647296,97.52929797,1.666290439,4.440691048,589.4956264,10.17288112,1.209126462,0.833300892,0.717024829,0.959817572,1.7039196,,20.57818765,10.14403983,2.414854144,8.72846765,1.302663496,11.55174365,1.436454092,2.132725224,2.47844947,2902.588644,512.3933477,458.7213472,1718.569559,365.5656195,209.7888705,559.0877222,68.33537937,114.4673057,10.70905874,9,276.4086152,135.6479621,35.7145778,5.594144789,6.04187578,5.477106208,3,13.15093093,28.27244782,6.171378195,7.086260435,38.9518277,29.10230874,8.9928231,6.576239649,5.297530963,11.00027938,18.26197529,49.92895687,33.43662523,19.5756646,21.41987018,,,25.65721719,18.5706781,41.02784512,12.02575895,10.95681897,30.84958014,12.89849367,12.47940589,95.13665824,128.5030889,18.73935708,43.20850635,17.65176477,,,3.686624907,8.11022726,4.746528658,4.051660195,,8.519269887,,,
3351,0,8,12,16,295.4,207.6,4.8,642.1,43.8,33.754,-117.273,1188.4,5.65,12/8/2021 16:00,-24,7,12,16,297.3,192.6,4.6,492.9,8.4,33.469,-117.245,1258.2,7.95,123237.5846,3.059819215,12/7/2021 16:00,12/8/2021 16:50,2021,16:51:08,44538.70175,44538.70218,33.7543704,-117.273339,3899,1188.4152,1.946701932,194.6701932,86.49137302,422.4878301,573.1798936,,10.32481799,496.5585328,229.5560286,70.85451679,16.24436632,3.182036846,3.288725359,34.96285581,138.5971547,265.6930764,24.02681946,28.52958723,14.02207622,1.326032698,78.82978841,83.48751955,0.50987963,2.220061141,561.9297454,7.663462428,0.324992374,0.699500241,0.329669112,0.509854528,1.116531352,,20.01047938,7.479919625,1.352289072,3.752778338,0.50737098,4.674924067,0.556562916,0.819519458,0.843852413,1055.411443,54.07642466,138.2868538,440.0947797,12.13595431,52.32457116,116.0311432,,,,,55.97113659,29.6161629,,,,,,,,,,7.792988789,7.775137922,4.741372989,7.788711627,11.41463391,,,10.00774592,6.070362244,5.372236083,6.041934787,,,4.820380545,3.554149191,9.304184646,,,6.009563939,,,28.8756931,34.56162276,6.455487661,20.63651761,7.448896404,5.357610677,,4.732789023,6.040467159,5.824987457,5.171249588,5.835452416,7.334579405,6.705235764,,
3352,0,8,12,16,297.6,195.8,4.4,746.8,44.5,33.75,-117.138,1526.7,3.35,12/8/2021 16:00,-24,7,12,16,298.5,294,4.4,255.8,8.7,33.286,-117.514,1480.6,9.25,164207.6567,-2.545619834,12/7/2021 16:00,12/8/2021 16:52,2021,16:53:11,44538.70316,44538.7036,33.7501813,-117.1376283,5009,1526.7432,1.95005038,195.005038,87.75863025,426.3289388,621.1099946,,24.80012305,501.2439134,226.8168834,69.44620895,16.21168802,3.171381683,3.450337404,26.56708663,137.4092256,264.9118701,22.30612628,28.00331279,13.19125194,1.278362378,76.53487734,73.19276626,0.797427525,1.872923133,587.5275373,7.811120847,0.261992241,0.794995512,0.254294962,0.341958969,0.869782419,,15.64262026,6.990215324,1.214949574,3.288759303,0.482215345,3.776126106,0.459004763,0.657104874,0.758852015,983.4479276,48.0607764,118.0939367,383.3691856,26.78719876,46.71397661,92.55065063,16.88020003,7.957447752,7.261309234,5.593867128,46.10789279,20.99091189,,,,,,,,,,7.191307061,6.171959008,,,,,,7.08116608,4.708169923,3.026807756,,,,,,6.507809629,,,7.588634312,,,24.03652388,16.30571571,,3.664321467,,,,,,,,,,,,
3353,0,8,12,16,298.6,187.7,4.1,859,44.6,33.866,-117.098,1640.4,2.05,12/8/2021 16:00,-24,7,12,16,296.4,237.4,4.8,469.7,10.2,33.665,-117.438,1207.8,7.75,132815.8903,-2.187302695,12/7/2021 16:00,12/8/2021 16:54,2021,16:55:10,44538.70454,44538.70498,33.8659102,-117.098378,5382,1640.4336,1.949168834,194.9168834,71.49494618,427.9855231,605.3047631,,26.58250222,503.2365113,231.0326403,70.83866909,16.37235999,3.14484329,3.211136573,26.33927723,138.8372032,266.7105527,23.98980993,28.22695156,13.42389476,1.301130671,79.75444202,81.54249988,0.483395439,1.984499858,616.0584582,7.819551411,0.2670318,0.635021044,0.244008982,0.337852235,0.847475226,,17.80478133,6.997354636,1.093932375,2.739665775,0.360019882,3.302195392,0.358558906,0.518910295,0.524407038,915.664756,37.54957134,111.5215659,270.197643,6.72048926,36.26353717,78.12010527,,,,,34.83366621,17.46217018,,,,,,,,,,7.608277175,5.098140461,,,,,,5.663869758,3.730742098,,,,,,,4.728089255,,,5.057407153,,,20.28297355,18.24108107,3.525789819,7.123918708,,,,,,,,,,,,
3354,0,8,12,16,297.2,182,4.2,1004.5,45.1,33.944,-116.994,1234.4,3.25,12/8/2021 16:00,-24,7,12,16,297.2,123.5,4.6,779.1,7.5,33.762,-117.107,1075.7,6.85,122051.2277,-2.664976702,12/7/2021 16:00,12/8/2021 16:56,2021,16:57:10,44538.70597,44538.70637,33.9442135,-116.9939751,4050,1234.44,1.950119744,195.0119744,81.86737953,432.3353538,573.794105,,5.019591005,497.9333412,225.6929126,69.22940269,16.26134555,3.109770294,3.261733818,31.78334814,137.7971552,265.730719,23.2016443,28.24447739,13.42703149,1.315122926,78.62118806,78.43750985,0.421206365,2.029769426,552.5762302,7.655434487,0.35996078,0.636742437,0.290313634,0.417413124,1.021672166,,17.32144773,7.888107282,1.223178357,3.7167213,0.47272404,4.7418012,0.568931326,0.818231484,0.846480852,1076.273999,50.79812327,134.2316248,465.2652891,9.025588119,52.39540674,114.9434273,,,,,50.30379607,26.2027859,,,,,,,,,,7.970494909,12.14902876,6.994918006,4.726725629,5.568225264,,,9.212996472,6.102692853,4.346713753,3.323362201,,,4.688432596,3.394412148,8.996570014,,,7.457039497,,,28.76653124,28.38279122,4.606829044,12.08601223,5.207065811,,,,3.581432582,3.241043824,,,5.055924121,3.839569188,,
3355,0,8,12,16,296.2,188.8,4.4,996.6,45.1,33.936,-116.847,1033,4.45,12/8/2021 16:00,-24,7,12,16,297.2,88.1,4.2,811.5,7.5,33.705,-116.834,985.1,7.35,113580.9668,3.094809346,12/7/2021 16:00,12/8/2021 16:58,2021,16:59:09,44538.70733,44538.70774,33.9363082,-116.8466434,3389,1032.9672,1.960280383,196.0280383,79.61417223,424.1600338,601.6891706,,15.97237246,495.4891825,227.5925583,69.5927158,16.29895584,3.202891882,3.466581742,32.46053203,138.4371531,262.3586694,22.64544439,27.98050664,14.06281671,1.309772735,78.89591194,78.98159805,0.594546692,2.054425751,578.2109509,7.673839508,0.431423233,0.726509444,0.312947603,0.440997582,1.042139956,,18.29115841,7.888328891,1.386196107,3.943199935,0.531627286,4.810391252,0.556512164,0.838381259,0.824399687,1042.435493,52.15084824,132.5647164,519.9567421,12.47023434,52.30308528,111.5229701,,,,,51.29120625,28.88123287,,,,,,,,,,7.87001933,8.019723575,,,,,,7.926266771,5.733037127,3.142755884,,,,3.74326178,3.434346409,7.348338275,,,8.948447396,,,27.45750634,21.28868694,3.011096442,5.821291199,,,,,,,,,,,,
3356,0,8,12,17,295.4,373.3,4.4,989.3,90.8,33.93,-116.691,822.7,5.85,12/8/2021 17:00,-24,7,12,17,296,119.3,3.2,897.6,20.1,33.834,-116.288,483.3,10.35,98436.10185,1.848266455,12/7/2021 17:00,12/8/2021 17:00,2021,17:01:08,44538.70869,44538.70912,33.9298117,-116.6908214,2699,822.6552,1.961763704,196.1763704,84.85194092,426.0074854,590.2435656,,9.349659869,492.134122,226.0206092,69.27161851,16.30368277,3.123237326,3.240261271,51.84055595,141.7978333,259.6075563,22.98938754,28.99811072,13.92346223,1.303056139,77.21413859,80.11462634,0.623354236,2.242174556,590.995972,7.47159773,0.372512576,0.649318284,0.313354612,0.411874669,0.972148237,,17.60290698,7.120196835,1.331474596,3.960909934,0.555723397,4.900343418,0.541592555,0.803417385,0.846396562,1247.175725,118.8849313,174.3262579,634.4016004,20.31955559,73.53146451,177.9666864,,,,,87.90931742,44.15171651,,,,,,,,,,12.21646804,11.29037929,3.844130027,,,3.774259496,5.53650965,15.3172525,9.701759482,6.407141374,5.752207035,,,8.212981161,7.307969684,12.91717233,3.150238508,3.773356481,11.95018439,3.596924934,3.54978145,33.98248612,35.54827832,5.322172911,14.74203233,4.695541617,,,,,,,,3.145521418,,3.03619901,
3357,0,8,12,17,294.9,392.8,4.4,977.7,90.7,33.919,-116.501,645.9,7.15,12/8/2021 17:00,-24,7,12,17,296.4,131.2,2.6,1004,22.1,34.03,-115.958,93.3,13.65,92182.41992,1.326467309,12/7/2021 17:00,12/8/2021 17:02,2021,17:03:54,44538.71009,44538.71104,33.9192832,-116.5010383,2119,645.8712,1.946017671,194.6017671,100.1611479,423.5705392,577.3586818,,6.425744893,505.5171648,228.3589888,70.87012288,16.22029042,3.164140113,3.228260438,25.63473383,136.0697224,266.1981879,23.1648969,27.64701553,13.16422214,1.307034646,79.19263137,82.41820886,0.486443725,1.899748444,543.324836,7.55000688,0.278797042,0.730952458,0.264652195,0.377223957,0.946775882,,18.32930422,6.919194768,1.217421727,3.293450001,0.438303426,4.012137011,0.463986064,0.68961808,0.663133612,984.2838362,36.41433656,114.1347347,326.5406002,8.177356023,36.79072498,82.06463077,,,,,36.67277672,20.42528708,,,,,,,,,,7.726093875,9.644952537,4.476155824,3.416955467,,,,6.126241421,4.064903278,,,,,,,5.805276179,,,6.8867953,,,24.65712591,21.75159077,,7.847481675,,,,,,,,,,,,
3358,0,8,12,17,295.1,401.9,4.4,949.2,90.6,33.889,-116.388,736.7,6.75,12/8/2021 17:00,-24,7,12,17,296.3,128.9,2.5,952.3,23.1,33.952,-115.926,128.1,13.65,95168.2736,1.405672413,12/7/2021 17:00,12/8/2021 17:04,2021,17:05:05,44538.71147,44538.71186,33.8890964,-116.3883951,2417,736.7016,1.947300599,194.7300599,74.54560092,421.9418607,589.9452696,,7.984586886,503.9331449,230.2686208,70.21517477,16.45395381,3.149114975,3.519192439,29.16319854,136.2246715,262.3227215,22.82080627,26.00590873,13.04816114,1.286388767,77.44900385,79.31745313,0.564224275,1.969336807,576.9085632,7.831935186,0.2626195,0.597010987,0.259673839,0.409636562,0.99008528,,15.57839205,6.99245989,1.094693942,3.185096088,0.417617275,3.897906448,0.428308441,0.569901949,0.62379409,968.8380914,35.41088886,111.6841367,324.6500308,,42.64408018,85.79609527,,,,,41.33798342,20.60602145,,,,,,,,,,8.415230771,5.746107746,,,,,,6.917715728,3.513209978,,,,,,,6.366715251,,,,,,25.50973414,25.30551871,,5.329940072,,,,,,,,,,,,
3359,0,8,12,17,294.7,401,4.7,855.7,90.1,33.788,-116.283,384.4,10.75,12/8/2021 17:00,-24,7,12,17,295,134.6,2.8,801.7,23.1,34.144,-115.691,67.4,14.45,93011.16698,0.940560407,12/7/2021 17:00,12/8/2021 17:06,2021,17:07:03,44538.71287,44538.71323,33.7882596,-116.2829036,1261,384.3528,1.945386231,194.5386231,68.87780615,423.2810589,594.4669246,,15.24782165,492.2380665,226.1823039,69.74490896,16.26044776,3.091307498,3.254335077,26.31394764,134.4942242,254.9904693,22.41404087,28.04575339,13.29771032,1.268259331,77.63299436,79.90843389,0.533886351,1.820755376,578.4476928,7.515954678,0.241025413,0.636919105,0.239222554,0.295599462,0.803325135,,18.02985399,7.230578232,1.1264259,2.918733494,0.382340358,3.489386121,0.387234126,0.526847134,0.55379286,931.3106879,31.93109516,113.8353191,281.7842646,5.981291767,34.78435205,75.4150551,,,,,33.60849654,15.71134613,,,,,,,,,,4.397011459,5.370118103,,,,,,4.665830205,,,,,,,,4.388792398,,,,,,21.35592383,13.38503082,,,,,,,,,,,,,,
3360,0,8,12,17,294.2,393.1,4.7,717.9,89.3,33.648,-116.126,409.7,11.35,12/8/2021 17:00,-24,7,12,17,295.1,133.8,2.6,789.9,23.9,34.064,-115.648,61.8,14.65,90122.21674,0.75964998,12/7/2021 17:00,12/8/2021 17:09,2021,17:10:04,44538.71494,44538.71532,33.6478903,-116.1258696,1344,409.6512,1.946109311,194.6109311,78.38042455,420.0983262,573.4368108,,7.740140072,492.9753704,228.3380853,69.88294751,16.25819813,3.116906333,3.175244795,28.61395755,136.0676996,262.7770855,23.88687221,26.99197193,13.19648157,1.302708357,78.40388784,78.8615319,0.379802827,1.796477422,568.6860081,7.391022056,0.265926244,0.61885353,0.253518345,0.348325178,0.832730631,,16.90629201,6.259693475,1.10722075,3.190575706,0.395521464,3.944371129,0.450278428,0.695505961,0.574634926,991.0785575,36.37061684,107.1178253,314.4248656,11.44247121,39.1388982,86.81653599,,,,,36.47983972,20.63056219,,,,,,,,,,5.706256317,6.556258979,3.932189828,9.195333205,9.619316066,,,6.625476125,3.301571696,,,,,3.382178986,,5.49788734,,,6.009496536,,,23.74068414,19.28909027,3.913340602,15.88188037,4.642678882,,,,3.171634403,,,,5.681834569,,,
3361,0,8,12,17,294.5,383.6,5,669.6,89.2,33.593,-116.168,310.6,13.05,12/8/2021 17:00,-24,7,12,17,295.4,132.7,2.6,845,23.4,34.048,-115.728,43.5,14.65,88651.29957,0.674675257,12/7/2021 17:00,12/8/2021 17:11,2021,17:12:05,44538.71633,44538.71672,33.5927857,-116.1680994,1019,310.5912,1.955639681,195.5639681,72.18444035,423.9889267,589.9798983,,13.05401035,495.2590489,224.7784033,69.68244763,16.16399363,3.097733142,3.469621006,27.02136098,133.6802657,260.6808005,22.32038727,27.62352443,13.29361797,1.284682369,77.47902895,80.81305962,0.570603695,1.883838044,593.6322322,8.186779231,0.251508839,0.683365939,0.251262192,0.370100096,1.011658208,,18.05941781,7.208206373,1.169355876,3.111406299,0.394314084,3.701973579,0.416621604,0.601612104,0.5892596,945.1817839,30.80054024,108.4186468,294.4099129,,36.39186299,80.20058539,,,,,34.51028178,18.30187032,,,,,,,,,,5.923544895,5.328164283,,,,,,5.10316772,3.363156093,,,,,,,4.49652593,,,,,,25.60347613,21.4416161,3.03676624,6.523012182,3.811036026,,,,,,,,,,,
3362,0,8,12,17,296.9,387.2,4.6,741.3,89.7,33.662,-116.281,1313.7,4.85,12/8/2021 17:00,-24,7,12,17,299.2,137.6,4,506.3,19.9,33.367,-116.546,1472.5,7.55,185573.084,-2.497480251,12/7/2021 17:00,12/8/2021 17:13,2021,17:14:08,44538.71772,44538.71815,33.6621284,-116.2806785,4310,1313.688,1.948750566,194.8750566,72.97576337,427.9661579,591.1021907,,15.93719017,501.0484734,229.2980671,70.67395141,16.33255232,3.141861948,3.264406586,24.69370666,133.2829357,260.6782285,23.10374868,28.3692584,13.32553911,1.28350061,77.5076701,79.50419525,0.554355846,1.860833846,603.3353981,7.85295092,0.304125705,0.66173276,0.249562746,0.314265569,0.836909788,,17.98201194,7.081995505,1.142234773,3.004626124,0.38906597,3.549887724,0.389100034,0.556248859,0.555261282,951.3308081,35.86691645,116.7218591,351.0475481,,39.27689246,78.5176175,,,,,36.928686,19.88485202,,,,,,,,,,6.842763189,5.203711745,,,,,,6.444897196,3.583231531,,,,,,,5.470193638,,,,,,24.3820335,14.62530193,,3.052783354,,,,,,,,,,,,
3363,0,8,12,17,304,371.7,3.4,752.8,90.2,33.653,-116.572,2551.2,-0.85,12/8/2021 17:00,-24,7,12,17,305.2,350.8,3.4,1069.8,43.2,36.501,-115.812,2740.5,-5.05,418957.3975,0.211224152,12/7/2021 17:00,12/8/2021 17:17,2021,17:18:15,44538.7205,44538.72101,33.6534197,-116.5718321,8370,2551.176,1.944636294,194.4636294,64.48795933,421.6643836,553.5992178,,4.174251062,495.2240896,224.8102606,69.41147373,16.1835982,3.073561504,3.128517503,13.55634287,134.3443164,257.5070566,22.77188432,26.07482066,13.72932736,1.276123625,77.81105465,79.21034277,0.42060859,1.681353442,553.7764886,7.189523144,0.38635579,0.767903314,0.18064224,0.272845525,1.095137826,,19.88650282,6.509499851,1.128158096,2.670088447,0.344036532,3.237934086,0.39851141,0.514637612,0.353723843,991.5353978,7.556183275,110.5760059,205.5935752,8.581853405,24.34922649,41.17543756,,,,,11.24180351,8.692889938,,,,,,,,,,,,,4.282968939,5.178486323,,,,,,,,,,,,,,,,,25.61359082,9.680602474,,10.91079226,3.99651207,,,,,,,,3.024340648,,,
3364,0,8,12,17,304.3,356.3,3.1,788.1,90.7,33.672,-116.877,2554.8,-0.95,12/8/2021 17:00,-24,7,12,17,305.7,321.1,3.3,1013,42.4,36.742,-115.073,2846.7,-5.05,470104.0638,0.438625372,12/7/2021 17:00,12/8/2021 17:21,2021,17:22:12,44538.72328,44538.72375,33.6723832,-116.8770981,8382,2554.8336,1.954508576,195.4508576,74.53850917,425.0516551,592.1663243,,6.475167356,495.5083204,224.5873661,69.8640849,16.27943572,3.082801349,3.398041113,15.5340452,136.1599529,257.1102738,22.34974233,28.35818402,14.5672759,1.309267136,77.69346583,81.22472936,0.756389632,1.908430204,577.3901247,7.826859133,0.453739254,0.96403652,0.169434605,0.214301818,1.391589726,,22.27746004,6.582808504,1.450082375,3.391933706,0.478048459,3.690725574,0.485499189,0.607601799,0.387513135,1089.822678,24.59098581,120.769574,243.0773682,54.5115817,29.18088008,47.77210639,,,,,14.08365447,8.576330334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.76315359,5.324797556,,,,,,,,,,,,,,
3365,0,8,12,17,304.1,349.1,3,919.2,90.9,33.836,-116.939,2445.4,-1.35,12/8/2021 17:00,-24,7,12,17,308.5,321.5,2.6,1214.7,47.6,37.271,-114.355,3136.5,-7.45,536843.7935,0.536230464,12/7/2021 17:00,12/8/2021 17:24,2021,17:25:12,44538.72536,44538.72583,33.8355743,-116.938637,8023,2445.4104,1.944230598,194.4230598,67.73494492,429.1227042,591.815828,,2.324306382,492.3779903,228.4517617,70.00628913,16.26924468,3.086155739,3.14065803,19.78572408,134.1968387,261.9389756,23.54993664,27.69942347,12.91627726,1.28446214,77.75972919,82.0259992,0.596355562,1.763440599,579.9353939,7.321744571,0.215989526,0.665425331,0.180131517,0.21725069,0.790224556,,17.48492349,7.081812351,1.036761341,2.413447368,0.334100784,2.698751328,0.262703556,0.371087879,0.341825012,832.8383074,16.48756715,92.51529502,190.9030138,,24.72181693,44.55059734,,,,,15.62484753,7.722096723,,,,,,,,,,,4.210954294,,,,,,,,,,,,,,,,,4.561953575,,,18.14255613,6.281887435,,,,,,,,,,,,,,
3366,0,8,12,17,301.1,339.8,3.5,985.5,90.7,33.945,-117.021,1927.9,0.35,12/8/2021 17:00,-24,7,12,17,299.9,311,4.4,805.5,32.5,35.325,-116.707,1733.3,2.65,200357.0465,0.183519367,12/7/2021 17:00,12/8/2021 17:26,2021,17:27:17,44538.72678,44538.72728,33.9451404,-117.0214663,6325,1927.86,1.935342638,193.5342638,68.58313724,414.322642,550.1242632,,3.644871572,487.9836219,221.2406331,69.82268363,16.18404071,3.138918558,3.148736973,18.8180491,133.104618,255.364083,22.21175429,26.79261895,13.62880574,1.277377622,77.24602176,78.74383291,0.43843941,1.833894454,539.8555525,7.338851459,0.212365221,0.717682408,0.240836474,0.257878866,0.861403572,,19.75165345,7.068148172,1.176116669,2.769166259,0.35837924,3.050158292,0.344562697,0.486670177,0.414569705,845.0577834,26.99470813,90.53107735,204.3122055,8.04917805,22.23772146,49.50770037,,,,,21.17316723,9.405409048,,,,,,,,,,,3.444436703,,3.341101372,3.867866222,,,,,,,,,,,,,,,,,22.07754023,12.72370082,3.473938812,10.13871752,7.347368477,,,,,,,,4.072082775,,,
3367,0,8,12,17,300.6,333.9,3.5,922.2,89.5,34.029,-117.126,1919.9,0.65,12/8/2021 17:00,-24,7,12,17,303.1,311.6,3.4,848.2,43,36.03,-115.883,2547.3,-2.85,282756.5043,0.46436459,12/7/2021 17:00,12/8/2021 17:28,2021,17:29:15,44538.72814,44538.72865,34.0286481,-117.126158,6299,1919.9352,1.941704398,194.1704398,69.8370389,427.0861689,588.1615347,,18.9088564,505.946934,226.5068936,70.03692042,16.31683246,3.135792373,3.333587769,22.02195501,132.6803444,256.2123703,22.18346273,26.46874163,12.68981278,1.264268798,77.44585712,76.53444773,0.481291813,1.895337505,562.2311725,7.667738292,0.208859413,0.636553538,0.23369501,0.369891189,1.434278893,,15.3713047,6.796503375,1.082475506,2.685548525,0.319851745,2.975349334,0.359137225,0.388625564,0.429805203,834.6058771,17.70722409,91.37596182,194.7385775,3.294044741,22.58735899,52.45199797,,,,,21.66377566,12.33971098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.22568687,11.23815775,,3.176463171,,,,,,,,,,,,
3368,0,8,12,17,299.9,325.1,3.7,799.7,87.8,34.108,-117.255,1904.7,1.25,12/8/2021 17:00,-24,7,12,17,305,332.8,3.4,974.7,41.9,36.588,-115.208,2784.8,-4.65,369444.8628,0.582289049,12/7/2021 17:00,12/8/2021 17:30,2021,17:31:19,44538.72966,44538.73008,34.1076849,-117.254996,6249,1904.6952,1.942407762,194.2407762,71.11170617,416.1745983,603.3534003,,16.65775366,491.8190299,227.2628175,69.67709688,16.16875554,3.107084763,3.233731702,22.71707621,133.579159,255.5391758,23.16617107,28.47012737,15.84939795,1.32724001,78.42516793,81.8169382,0.478086454,1.946168653,589.55054,7.326613251,0.220068039,0.577146051,0.23854693,0.284375785,0.768227487,,18.58103609,6.978467463,1.122508895,2.901072914,0.361582084,3.153421336,0.317066826,0.590159934,0.67435528,856.7534849,29.2409779,95.85917301,230.7773333,20.04746429,25.34759648,55.98576701,,,,,22.90745607,15.01725621,,,,,,,,,,6.405948469,,,,,,,3.179321616,,,,,,3.245706224,,,,,,,,27.9786126,11.28162268,,3.949827223,,,,,,,,,,,,
3369,0,8,12,17,296.6,320.1,4.3,678.8,86.3,34.143,-117.399,1359.4,4.75,12/8/2021 17:00,-24,7,12,17,298,295.6,5,756.1,27.7,34.889,-116.72,1326.5,5.35,188244.996,0.640130395,12/7/2021 17:00,12/8/2021 17:32,2021,17:33:17,44538.73104,44538.73145,34.1429258,-117.3990484,4460,1359.408,1.948150109,194.8150109,77.3756872,424.0906102,570.8210352,,16.98827321,494.538877,225.8023461,69.45543089,16.15480339,3.112488785,3.133451441,26.86027268,134.5152352,258.48495,23.1814703,27.32063193,13.44075934,1.283835705,77.85422688,84.50187735,0.337850072,2.103413699,545.5756974,7.336725627,0.245572318,0.658003842,0.245123304,0.395358293,0.925400297,,16.99884349,6.779379652,1.127968493,3.182337312,0.405747265,3.851407371,0.434678309,0.607555736,0.623606473,946.9387623,43.02327984,115.613792,278.2533203,,38.94070687,88.21670655,,,,,38.75704195,17.3674888,,,,,,,,,,6.404348302,7.12530998,11.19094028,8.046206353,6.811533239,,,6.389111571,3.412658813,3.557611774,,,,3.984107711,,7.957227577,,,,,,24.86541426,39.09114246,5.817889149,21.48324301,9.866656869,,,,3.00276124,,,,4.799263587,,,
3370,0,8,12,17,296,317.3,4.4,578.6,85,34.157,-117.523,1314.6,5.55,12/8/2021 17:00,-24,7,12,17,297.9,294.4,5,743.2,27.5,34.913,-116.698,1309.8,5.45,197541.2631,0.728174313,12/7/2021 17:00,12/8/2021 17:34,2021,17:34:55,44538.73215,44538.73258,34.1568027,-117.5231319,4313,1314.6024,1.950554123,195.0554123,75.46223113,428.7435296,586.0028234,,11.24290143,498.8834794,225.8004703,69.64632222,16.22795624,3.124977114,3.481358851,38.42073461,145.4978012,273.7038314,23.09406665,27.69160361,13.61451131,1.297954351,78.72264484,80.10205279,0.464067169,2.179598713,599.4131629,7.814701227,0.279586064,0.648307595,0.265224381,0.383261736,0.95158514,,17.71738633,7.254642345,1.234765558,3.412111462,0.445940828,4.39307745,0.501621056,0.72510554,0.746249527,1006.93613,48.52217336,127.2636841,349.8428012,,47.5431108,103.966174,,,,,45.14324856,19.92771858,,4.328572223,,,,,,,,9.217958466,7.298903828,,4.019742889,6.548720718,,,8.596392509,4.773554638,3.119717685,,,,,,6.911113696,,,8.246608385,,,25.42963718,22.06818033,4.639344197,14.18399077,6.359320946,,,,,,,,3.950518139,,,
